Target Time,Load Intensity,Successful Transactions,Failed Transactions,Dropped Transactions,Avg Response Time,Final Batch Dispatch Time,01.12.2021;14:23:08218
0.5,0.0,0,0,0,0.0,0.0
1.5,1.0,0,0,0,0.0,1.514
2.5,2.0,0,0,0,0.0,2.182
3.5,2.0,5,0,0,0.936,3.877
4.5,3.0,3,0,0,0.142,4.395
5.5,4.0,2,0,0,0.115,5.218
6.5,5.0,7,0,0,0.118,6.487
7.5,6.0,3,0,0,0.244,7.417
8.5,7.0,8,0,0,0.149,8.373
9.5,7.0,7,0,0,0.117,9.397
10.5,8.0,10,0,0,0.124,10.646
11.5,9.0,9,0,0,0.029,11.436
12.5,10.0,10,0,0,0.028,12.491
13.5,11.0,11,0,0,0.028,13.483
14.5,12.0,12,0,0,0.026,14.493
15.5,12.0,12,0,0,0.026,15.507
16.5,13.0,12,0,0,0.026,16.491
17.5,14.0,15,0,0,0.027,17.494
18.5,15.0,15,0,0,0.024,18.44
19.5,16.0,16,0,0,0.023,19.421
20.5,17.0,17,0,0,0.023,20.442
21.5,17.0,17,0,0,0.022,21.431
22.5,18.0,18,0,0,0.023,22.484
23.5,19.0,19,0,0,0.022,23.495
24.5,20.0,17,0,0,0.022,24.454
25.5,21.0,24,0,0,0.177,25.481
26.5,22.0,22,0,0,0.05,26.583
27.5,22.0,22,0,0,0.017,27.463
28.5,23.0,22,0,0,0.017,28.466
29.5,24.0,25,0,0,0.02,29.487
30.5,25.0,25,0,0,0.017,30.462
31.5,26.0,26,0,0,0.016,31.509
32.5,27.0,27,0,0,0.016,32.457
33.5,27.0,27,0,0,0.015,33.474
34.5,28.0,28,0,0,0.016,34.518
35.5,29.0,24,0,0,0.046,35.502
36.5,30.0,32,0,0,0.075,36.623
37.5,31.0,22,0,0,0.07,37.493
38.5,32.0,42,0,0,0.185,38.468
39.5,32.0,31,0,0,0.048,39.461
40.5,33.0,33,0,0,0.046,40.503
41.5,34.0,36,0,0,0.089,41.503
42.5,35.0,34,0,0,0.042,42.496
43.5,36.0,37,0,0,0.061,43.488
44.5,37.0,38,0,0,0.038,44.514
45.5,37.0,36,0,0,0.037,45.48
46.5,38.0,37,0,0,0.037,46.489
47.5,39.0,39,0,0,0.035,47.481
48.5,40.0,42,0,0,0.035,48.498
49.5,41.0,39,0,0,0.034,49.48
50.5,42.0,41,0,0,0.327,50.489
51.5,42.0,41,0,0,0.075,51.479
52.5,43.0,44,0,0,0.07,52.486
53.5,44.0,43,0,0,0.076,53.493
54.5,45.0,46,0,0,0.069,54.482
55.5,46.0,45,0,0,0.065,55.482
56.5,47.0,49,0,0,0.053,56.484
57.5,47.0,46,0,0,0.052,57.475
58.5,48.0,49,0,0,0.048,58.48
59.5,49.0,48,0,0,0.049,59.482
60.5,50.0,46,0,0,0.048,60.491
61.5,51.0,54,0,0,0.036,61.491
62.5,52.0,52,0,0,0.195,62.492
63.5,52.0,51,0,0,0.031,63.491
64.5,53.0,54,0,0,0.027,64.499
65.5,54.0,55,0,0,0.026,65.504
66.5,55.0,54,0,0,0.05,66.52
67.5,56.0,59,0,0,0.027,67.501
68.5,57.0,54,0,0,0.028,68.487
69.5,57.0,59,0,0,0.026,69.499
70.5,58.0,49,0,0,0.036,70.49
71.5,59.0,64,0,0,0.056,71.492
72.5,60.0,37,0,0,0.072,72.507
73.5,61.0,83,0,0,0.161,73.494
74.5,62.0,61,0,0,0.051,74.493
75.5,62.0,67,0,0,0.014,75.496
76.5,63.0,66,0,0,0.012,76.504
77.5,64.0,64,0,0,0.01,77.492
78.5,65.0,58,0,0,0.01,78.5
79.5,66.0,32,0,0,0.099,79.488
80.5,67.0,99,0,0,0.246,80.51
81.5,67.0,68,0,0,0.07,81.489
82.5,68.0,72,0,0,0.074,82.509
83.5,69.0,72,0,0,0.053,83.528
84.5,70.0,68,0,0,0.047,84.497
85.5,71.0,70,0,0,0.044,85.497
86.5,72.0,75,0,0,0.025,86.498
87.5,72.0,70,0,0,0.013,87.49
88.5,73.0,75,0,0,0.011,88.498
89.5,74.0,74,0,0,0.012,89.496
90.5,75.0,76,0,0,0.007,90.497
91.5,76.0,74,0,0,0.007,91.489
92.5,77.0,77,0,0,0.007,92.49
93.5,77.0,78,0,0,0.008,93.494
94.5,78.0,79,0,0,0.008,94.492
95.5,79.0,77,0,0,0.009,95.49
96.5,80.0,76,0,0,0.017,96.496
97.5,81.0,84,0,0,0.032,97.487
98.5,82.0,82,0,0,0.031,98.502
99.5,82.0,83,0,0,0.043,99.496
100.5,83.0,82,0,0,0.031,100.492
101.5,84.0,82,0,0,0.027,101.495
102.5,85.0,81,0,0,0.031,102.49
103.5,86.0,86,0,0,0.062,103.497
104.5,87.0,91,0,0,0.058,104.489
105.5,87.0,88,0,0,0.05,105.486
106.5,88.0,89,0,0,0.039,106.497
107.5,89.0,86,0,0,0.038,107.503
108.5,90.0,95,0,0,0.035,108.499
109.5,91.0,87,0,0,0.024,109.493
110.5,92.0,96,0,0,0.022,110.509
111.5,92.0,91,0,0,0.034,111.497
112.5,93.0,92,0,0,0.025,112.492
113.5,94.0,95,0,0,0.024,113.489
114.5,95.0,92,0,0,0.043,114.499
115.5,96.0,98,0,0,0.049,115.5
116.5,97.0,99,0,0,0.049,116.493
117.5,97.0,98,0,0,0.009,117.495
118.5,98.0,96,0,0,0.008,118.486
119.5,99.0,92,0,0,0.036,119.49
120.5,0.0,9,0,0,0.073,120.5
